Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,TotalWorkingHours
29,Yes,Travel_Rarely,Sales,4,3,Marketing,1,3932,Male,5,Research Scientist,Single,36910,1,Y,13,8,0,2,3,2,2,2,2,2,3,3,3,1647
29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,3933,Female,1,Sales Executive,Single,23770,8,Y,21,8,1,10,2,3,0,2,4,3,4,3,4,2014
30,No,Travel_Rarely,Sales,7,3,Life Sciences,1,3934,Male,3,Sales Executive,Divorced,23130,2,Y,11,8,0,12,5,7,1,7,3,1,3,3,3,1857
34,No,Travel_Rarely,Research & Development,1,2,Medical,1,3935,Female,2,Healthcare Representative,Married,176650,0,Y,11,8,0,6,5,5,1,2,4,4,3,2,3,2419
33,No,Non-Travel,Research & Development,2,4,Medical,1,3936,Male,1,Sales Representative,Single,25960,8,Y,14,8,1,13,4,11,1,7,4,2,2,3,3,1774
49,No,Travel_Rarely,Sales,3,4,Marketing,1,3937,Male,1,Sales Executive,Single,47280,3,Y,11,8,1,8,4,5,0,4,4,4,4,3,3,1844
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3938,Male,1,Sales Executive,Single,43020,2,Y,13,8,0,11,3,0,0,0,1,1,2,1,3,1977
38,No,Travel_Frequently,Research & Development,28,3,Medical,1,3939,Male,1,Healthcare Representative,Married,29790,4,Y,12,8,1,9,3,6,0,5,3,2,2,3,3,1891
31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,1,3940,Male,2,Laboratory Technician,Married,168850,2,Y,14,8,2,10,2,1,0,0,1,3,3,3,3,1437
29,No,Travel_Rarely,Research & Development,3,4,Other,1,3941,Female,2,Sales Representative,Divorced,55930,1,Y,13,8,1,1,3,1,0,0,4,1,3,3,3,1509
30,No,Travel_Rarely,Research & Development,2,1,Medical,1,3942,Male,1,Sales Representative,Married,104450,3,Y,18,8,1,10,3,7,1,7,3,3,3,3,3,1602
32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,3943,Female,1,Laboratory Technician,Single,87400,2,Y,11,8,1,12,2,7,0,7,2,2,3,3,3,1382
38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,1,3944,Female,1,Manufacturing Director,Married,25140,3,Y,11,8,0,15,2,1,1,0,2,4,3,2,3,2205
43,Yes,Travel_Frequently,Research & Development,1,4,Other,1,3945,Male,3,Sales Executive,Married,76550,9,Y,12,8,1,6,3,1,0,0,3,3,3,3,3,1999
42,No,Travel_Rarely,Human Resources,1,3,Other,1,3946,Female,1,Healthcare Representative,Divorced,174650,8,Y,13,8,1,7,3,5,0,4,2,2,2,3,3,1601
55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3947,Female,1,Sales Executive,Married,73510,8,Y,20,8,1,34,3,1,0,0,3,1,3,3,4,1748
33,No,Non-Travel,Research & Development,14,3,Other,1,3948,Male,1,Research Scientist,Divorced,108200,5,Y,12,8,0,11,2,9,1,7,4,2,2,3,3,1643
41,No,Travel_Rarely,Research & Development,5,3,Medical,1,3949,Male,1,Sales Representative,Divorced,121690,1,Y,19,8,0,5,2,5,0,4,3,1,3,3,3,1522
34,No,Non-Travel,Research & Development,7,4,Medical,1,3950,Female,1,Research Scientist,Divorced,196260,1,Y,21,8,0,15,5,15,0,7,4,3,3,2,4,1973
53,No,Non-Travel,Research & Development,10,4,Medical,1,3951,Male,2,Healthcare Representative,Married,20700,4,Y,13,8,2,27,2,3,0,2,1,3,2,4,3,1990
43,No,Travel_Rarely,Sales,16,2,Marketing,1,3952,Female,1,Laboratory Technician,Single,67820,0,Y,16,8,1,10,2,9,1,8,2,4,3,3,3,1485
34,No,Travel_Rarely,Sales,10,2,Life Sciences,1,3953,Female,5,Sales Executive,Single,77790,5,Y,12,8,1,6,2,2,2,2,4,4,3,3,3,1847
21,Yes,Travel_Rarely,Sales,1,2,Marketing,1,3954,Male,5,Healthcare Representative,Single,27910,1,Y,14,8,0,1,3,1,1,0,2,2,3,4,3,1730
38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3955,Female,2,Sales Executive,Married,32010,1,Y,11,8,1,5,3,5,0,4,4,3,3,2,3,1515
22,Yes,Travel_Rarely,Research & Development,1,3,Other,1,3956,Male,4,Research Scientist,Married,49680,1,Y,14,8,0,1,3,1,0,0,3,1,3,3,3,2156
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,3957,Male,5,Sales Executive,Married,131200,1,Y,12,8,2,13,6,12,5,7,1,4,3,2,3,1649
51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3958,Female,1,Manager,Married,40330,2,Y,14,8,0,15,2,2,2,2,1,3,3,3,3,1578
37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,3959,Male,2,Sales Executive,Married,32910,1,Y,16,8,3,5,2,5,0,3,2,2,3,2,3,1871
46,No,Travel_Rarely,Sales,3,4,Marketing,1,3960,Female,1,Sales Representative,Divorced,42720,7,Y,13,8,0,24,3,2,2,2,3,4,3,4,3,2307
36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1,3961,Female,4,Research Scientist,Married,50560,7,Y,12,8,0,15,2,12,5,7,4,1,3,2,3,2295
44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,1,3962,Male,1,Research Scientist,Divorced,28440,1,Y,12,8,0,6,2,5,2,3,3,2,2,4,3,2258
37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,1,3963,Male,2,Sales Executive,Divorced,27030,2,Y,14,8,0,19,2,10,4,7,3,2,2,3,3,1371
35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,3964,Male,2,Research Scientist,Single,19040,1,Y,22,8,1,10,4,10,7,7,3,4,3,3,4,2054
33,No,Travel_Rarely,Research & Development,8,5,Medical,1,3965,Male,2,Laboratory Technician,Married,82240,6,Y,19,8,0,14,3,10,7,6,4,1,3,3,3,1955
28,No,Travel_Rarely,Sales,9,3,Medical,1,3966,Female,2,Sales Executive,Married,47660,1,Y,12,8,0,5,3,5,0,3,3,4,4,3,3,1798
39,No,Travel_Rarely,Sales,3,4,Marketing,1,3967,Female,2,Laboratory Technician,Single,26100,7,Y,12,8,0,9,2,4,2,2,3,3,3,2,3,1599
46,No,Non-Travel,Research & Development,9,2,Life Sciences,1,3968,Male,2,Manufacturing Director,Single,57310,8,Y,17,8,0,6,2,2,2,2,2,2,3,3,3,1575
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,3969,Male,1,Research Director,Married,25390,4,Y,12,8,1,7,3,4,0,2,3,1,2,3,3,1507
42,No,Travel_Rarely,Research & Development,7,4,Other,1,3970,Female,2,Laboratory Technician,Married,57140,5,Y,11,8,0,10,2,0,0,0,2,1,2,3,3,1593
35,No,Non-Travel,Sales,10,1,Life Sciences,1,3971,Female,2,Research Director,Divorced,43230,2,Y,18,8,3,15,3,7,1,7,2,4,3,3,3,1631
38,No,Non-Travel,Sales,6,4,Marketing,1,3972,Male,3,Sales Executive,Divorced,73360,5,Y,11,8,0,13,3,11,3,8,1,2,3,3,3,1866
34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,3973,Male,1,Manufacturing Director,Married,134990,4,Y,23,8,2,11,2,7,0,7,4,1,2,4,4,1808
37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,1,3974,Male,1,Laboratory Technician,Single,137580,1,Y,11,8,1,10,5,10,0,8,4,1,1,3,3,1443
39,No,Travel_Frequently,Research & Development,2,1,Medical,1,3975,Male,2,Healthcare Representative,Divorced,51550,2,Y,18,8,1,7,3,2,2,2,3,4,3,2,3,1481
43,No,Non-Travel,Human Resources,8,5,Medical,1,3976,Female,3,Sales Executive,Single,22580,4,Y,18,8,0,7,2,3,1,2,1,3,2,3,3,1721
41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3977,Male,3,Research Scientist,Single,35970,3,Y,13,8,1,11,2,3,1,2,2,2,1,1,3,1861
41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,3978,Male,3,Laboratory Technician,Divorced,25150,0,Y,18,8,0,23,2,22,13,5,3,3,4,2,3,2458
30,No,Travel_Rarely,Sales,26,3,Marketing,1,3979,Female,2,Manager,Single,44200,9,Y,11,8,0,9,3,7,0,2,1,3,3,3,3,1708
26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,1,3980,Female,3,Sales Executive,Married,65780,0,Y,15,8,2,6,3,5,1,4,4,2,3,2,3,2133
46,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,3981,Male,1,Sales Executive,Married,44220,4,Y,11,8,1,13,2,9,3,7,4,2,4,3,3,1820
40,No,Travel_Rarely,Sales,27,2,Medical,1,3982,Female,3,Sales Executive,Divorced,102740,4,Y,18,8,0,12,3,5,0,3,3,4,3,3,3,1537
34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3983,Male,2,Laboratory Technician,Married,53430,1,Y,14,8,0,10,5,10,4,8,2,3,3,2,3,1784
58,No,Non-Travel,Research & Development,2,4,Medical,1,3984,Male,1,Laboratory Technician,Divorced,23760,4,Y,12,8,1,37,3,16,14,14,2,2,2,3,3,1526
35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,3985,Female,3,Manufacturing Director,Married,53460,0,Y,14,8,0,6,3,5,0,3,2,3,4,2,3,1739
47,No,Travel_Rarely,Research & Development,19,5,Medical,1,3986,Female,2,Research Scientist,Divorced,28270,8,Y,14,8,1,28,3,22,14,10,3,2,3,3,3,2503
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3987,Male,2,Manager,Divorced,199430,2,Y,13,8,1,15,3,7,7,7,2,1,3,3,3,1723
54,No,Travel_Rarely,Sales,27,4,Medical,1,3988,Male,1,Research Scientist,Married,31310,4,Y,14,8,0,14,3,7,1,7,4,4,2,2,3,1673
31,No,Travel_Frequently,Sales,8,4,Other,1,3989,Female,3,Manufacturing Director,Married,25520,2,Y,18,8,0,9,2,3,2,2,1,1,3,3,3,1730
28,No,Travel_Rarely,Sales,1,2,Life Sciences,1,3990,Male,3,Manager,Married,44770,1,Y,15,8,0,3,6,3,1,2,3,1,3,3,3,1799
38,No,Travel_Rarely,Research & Development,19,3,Medical,1,3991,Female,2,Manufacturing Director,Married,64740,2,Y,13,8,2,20,3,4,0,3,2,4,2,1,3,2191
26,No,Travel_Rarely,Sales,8,3,Marketing,1,3992,Female,1,Healthcare Representative,Single,30330,1,Y,12,8,0,5,2,5,1,2,3,4,3,2,3,1440
58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,3993,Female,1,Sales Representative,Married,29360,2,Y,13,8,1,23,3,2,2,2,1,3,3,3,3,2284
18,No,Non-Travel,Research & Development,2,3,Life Sciences,1,3994,Male,3,Sales Representative,Single,186060,1,Y,24,8,2,0,4,0,0,0,2,3,1,3,4,1736
31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3995,Male,3,Laboratory Technician,Married,21680,0,Y,14,8,1,2,2,1,0,0,4,1,3,3,3,1399
29,Yes,Travel_Rarely,Research & Development,8,2,Medical,1,3996,Male,1,Manager,Divorced,28530,4,Y,14,8,1,4,5,2,2,0,1,1,3,2,3,2075
45,No,Non-Travel,Sales,1,4,Technical Degree,1,3997,Male,1,Research Scientist,Married,170480,4,Y,15,8,0,10,3,8,5,7,3,3,4,2,3,1714
36,No,Travel_Rarely,Sales,2,3,Technical Degree,1,3998,Female,5,Laboratory Technician,Married,22900,4,Y,11,8,0,15,5,1,0,0,4,2,3,3,3,2529
43,No,Travel_Frequently,Sales,8,3,Medical,1,3999,Male,1,Research Director,Married,36000,1,Y,23,8,0,7,2,7,7,7,1,4,3,3,4,1648
27,No,Travel_Frequently,Sales,8,4,Life Sciences,1,4000,Male,5,Research Scientist,Single,21070,0,Y,13,8,0,6,2,5,0,2,4,4,2,3,3,2452
29,No,Travel_Frequently,Research & Development,6,2,Medical,1,4001,Male,1,Human Resources,Married,41150,1,Y,11,8,0,11,1,11,3,10,4,4,4,3,3,1796
32,No,Travel_Frequently,Sales,9,4,Life Sciences,1,4002,Male,4,Sales Executive,Single,43270,8,Y,13,8,0,4,4,0,0,0,4,4,4,3,3,1773
42,No,Non-Travel,Research & Development,11,3,Medical,1,4003,Male,1,Manager,Married,178560,3,Y,18,8,0,10,2,6,3,3,3,3,2,3,3,1551
47,No,Travel_Rarely,Sales,2,2,Life Sciences,1,4004,Female,5,Manager,Single,31960,4,Y,14,8,1,7,3,2,2,0,2,3,3,2,3,1429
46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,4005,Female,1,Laboratory Technician,Divorced,190810,3,Y,21,8,0,12,2,9,4,7,4,4,2,3,4,1738
28,No,Non-Travel,Research & Development,7,3,Life Sciences,1,4006,Male,1,Sales Executive,Divorced,89660,1,Y,16,8,1,3,3,3,2,2,3,4,3,2,3,1756
29,No,Travel_Rarely,Research & Development,16,3,Medical,1,4007,Female,1,Manufacturing Director,Divorced,22100,8,Y,11,8,1,11,4,7,1,6,4,3,3,3,3,1935
42,No,Travel_Rarely,Sales,2,4,Medical,1,4008,Female,2,Research Director,Single,45390,4,Y,17,8,1,8,5,0,0,0,4,3,3,3,3,1600
32,Yes,Travel_Rarely,Research & Development,1,1,Medical,1,4009,Male,2,Laboratory Technician,Single,27410,7,Y,11,8,0,7,3,2,2,2,3,2,2,3,3,2460
46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,4010,Male,2,Laboratory Technician,Divorced,34910,2,Y,14,8,0,25,0,19,2,8,1,1,3,3,3,1849
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,4011,Female,5,Research Scientist,Married,45410,1,Y,14,8,2,9,4,9,5,8,2,3,3,4,3,1658
29,No,Travel_Rarely,Research & Development,1,2,Medical,1,4012,Male,3,Sales Executive,Married,26780,1,Y,25,8,1,1,3,1,0,0,4,2,3,3,4,1915
43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4013,Male,1,Manufacturing Director,Married,73790,7,Y,13,8,2,21,3,16,6,14,1,3,3,2,3,1514
48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,4014,Female,2,Manager,Married,62720,4,Y,14,8,0,29,3,22,12,9,4,2,3,2,3,1485
29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,1,4015,Female,1,Laboratory Technician,Single,52200,1,Y,17,8,0,1,3,1,1,0,4,4,2,2,3,1986
46,Yes,Travel_Rarely,Research & Development,4,4,Medical,1,4016,Female,2,Sales Representative,Married,27430,5,Y,25,8,1,14,1,8,0,7,3,2,3,4,4,1896
27,No,Travel_Frequently,Research & Development,16,4,Medical,1,4017,Male,3,Healthcare Representative,Married,49980,0,Y,20,8,2,8,3,7,7,3,4,1,2,3,4,1815
39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1,4018,Male,3,Healthcare Representative,Divorced,102520,8,Y,13,8,1,7,3,2,2,2,4,4,3,3,3,1545
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,4019,Female,1,Human Resources,Married,27810,8,Y,13,8,1,19,2,5,0,4,2,4,4,3,3,1489
28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1,4020,Male,2,Laboratory Technician,Married,68520,1,Y,18,8,1,1,2,1,0,0,2,2,3,4,3,1599
30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,1,4021,Female,2,Sales Executive,Single,49500,1,Y,12,8,2,1,3,1,0,0,2,4,2,3,3,1814
22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,1,4022,Female,2,Laboratory Technician,Single,35790,1,Y,19,8,3,1,3,1,0,0,4,2,3,3,3,2460
36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,4023,Male,1,Sales Executive,Married,131910,1,Y,14,8,1,10,2,10,1,7,2,3,3,2,3,2221
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4024,Female,5,Manager,Divorced,103770,1,Y,14,8,0,10,2,10,0,2,2,3,3,3,3,1724
34,No,Travel_Rarely,Sales,14,2,Technical Degree,1,4025,Female,1,Sales Executive,Married,22350,2,Y,14,8,1,9,2,5,1,0,3,4,3,3,3,1920
29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,1,4026,Female,1,Sales Executive,Single,105020,3,Y,12,8,0,11,4,3,1,2,4,1,3,2,3,1723
37,No,Travel_Rarely,Research & Development,7,2,Medical,1,4027,Male,1,Manufacturing Director,Married,20110,5,Y,13,8,0,16,4,5,0,4,4,1,3,4,3,2146
35,No,Travel_Rarely,Sales,2,1,Technical Degree,1,4028,Male,2,Laboratory Technician,Married,18590,0,Y,25,8,1,4,2,3,0,2,4,2,3,2,4,2532
45,No,Travel_Rarely,Research & Development,3,3,Medical,1,4029,Female,2,Sales Executive,Married,37600,0,Y,14,8,1,10,2,9,3,8,2,4,2,2,3,1749
36,No,Travel_Frequently,Research & Development,5,3,Medical,1,4030,Female,4,Manufacturing Director,Single,177790,1,Y,17,8,1,10,5,10,0,8,2,4,2,1,3,1506
40,No,Travel_Rarely,Research & Development,3,3,Other,1,4031,Male,1,Sales Executive,Divorced,68330,2,Y,13,8,0,22,3,19,11,16,1,3,3,3,3,1640
26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,4032,Male,2,Human Resources,Married,68120,1,Y,13,8,0,1,2,1,1,0,2,3,2,2,3,2205
27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,4033,Male,2,Manufacturing Director,Single,51710,0,Y,20,8,1,9,1,8,0,7,1,3,2,2,4,1790
48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,4034,Male,2,Research Director,Divorced,197400,3,Y,14,8,0,24,2,22,4,7,4,4,3,4,3,1669
44,No,Travel_Rarely,Sales,1,2,Medical,1,4035,Male,4,Manager,Married,187110,2,Y,12,8,1,10,0,2,2,2,2,1,3,3,3,1672
34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,1,4036,Female,1,Sales Representative,Married,36920,1,Y,12,8,1,5,5,5,3,0,4,1,3,3,3,2377
56,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,4037,Female,5,Sales Executive,Single,25590,1,Y,21,8,0,5,3,4,1,0,1,4,3,3,4,1599
36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1,4038,Female,3,Healthcare Representative,Married,25170,2,Y,14,8,0,12,3,4,1,3,3,2,1,3,3,1772
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,4039,Female,1,Sales Executive,Married,66230,5,Y,18,8,0,14,3,5,1,4,3,2,3,3,3,1525
42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,4040,Female,2,Sales Executive,Married,182650,9,Y,12,8,1,18,4,13,5,7,3,1,4,3,3,1751
31,No,Travel_Rarely,Sales,9,4,Life Sciences,1,4041,Female,1,Sales Executive,Divorced,161240,2,Y,23,8,1,8,2,5,1,4,3,4,3,2,4,1894
34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,4042,Female,3,Laboratory Technician,Married,25850,3,Y,12,8,0,9,5,4,0,1,4,4,2,3,3,2253
31,No,Travel_Rarely,Sales,25,2,Life Sciences,1,4043,Female,3,Manufacturing Director,Divorced,182130,8,Y,21,8,2,4,3,2,2,2,1,3,2,4,4,1585
26,No,Travel_Frequently,Sales,16,2,Life Sciences,1,4044,Male,2,Healthcare Representative,Married,83800,0,Y,14,8,0,8,3,7,7,7,3,4,3,4,3,1459
45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,4045,Female,2,Manager,Single,29940,4,Y,18,8,1,12,2,4,0,3,2,3,3,3,3,1800
33,No,Travel_Rarely,Sales,1,3,Life Sciences,1,4046,Female,5,Sales Executive,Single,12230,1,Y,13,8,1,10,3,10,0,9,2,3,2,3,3,1460
28,No,Travel_Frequently,Sales,8,3,Life Sciences,1,4047,Male,4,Research Scientist,Married,11180,1,Y,11,8,0,7,3,7,0,7,3,4,3,3,3,2598
29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,1,4048,Male,2,Sales Executive,Single,28750,1,Y,11,8,0,1,3,1,0,0,3,1,3,3,3,1604
39,No,Non-Travel,Research & Development,8,5,Medical,1,4049,Female,2,Sales Representative,Married,188240,6,Y,19,8,1,10,4,3,1,2,1,3,3,3,3,1517
27,No,Travel_Rarely,Sales,3,2,Technical Degree,1,4050,Male,2,Healthcare Representative,Married,135770,1,Y,12,8,1,6,2,5,1,2,2,2,2,3,3,1691
34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,1,4051,Female,2,Manufacturing Director,Married,26250,1,Y,12,8,3,16,4,15,6,11,3,4,3,3,3,2118
28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,1,4052,Male,1,Research Director,Single,187890,3,Y,16,8,1,6,4,2,2,2,4,3,3,3,3,2156
47,No,Non-Travel,Research & Development,1,4,Medical,1,4053,Male,1,Research Scientist,Married,45380,8,Y,11,8,0,16,3,8,1,7,3,2,4,3,3,1408
56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,4054,Female,2,Sales Executive,Married,198470,4,Y,14,8,0,6,6,0,0,0,4,1,3,3,3,1895
39,No,Travel_Rarely,Research & Development,1,3,Other,1,4055,Female,1,Laboratory Technician,Married,105120,1,Y,12,8,1,10,2,10,7,9,1,1,3,3,3,1621
38,No,Travel_Frequently,Research & Development,4,2,Medical,1,4056,Female,1,Manager,Divorced,44440,1,Y,13,8,0,20,2,20,0,7,4,2,3,3,3,2674
58,No,Travel_Rarely,Sales,5,3,Marketing,1,4057,Male,5,Sales Representative,Married,21540,4,Y,21,8,1,29,3,1,0,0,4,4,2,3,4,2402
32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,1,4058,Male,2,Laboratory Technician,Single,191900,3,Y,17,8,1,8,2,4,0,3,1,3,3,3,3,2400
38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,4059,Female,1,Sales Representative,Divorced,44900,2,Y,21,8,1,10,1,5,0,3,2,4,4,3,4,1849
49,No,Travel_Frequently,Sales,11,4,Life Sciences,1,4060,Male,2,Research Scientist,Married,35060,3,Y,11,8,1,28,4,5,4,3,2,4,3,2,3,1425
42,No,Travel_Rarely,Sales,1,3,Life Sciences,1,4061,Female,1,Sales Executive,Divorced,23720,3,Y,12,8,1,14,3,0,0,0,2,4,3,3,3,2043
27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,1,4062,Male,4,Laboratory Technician,Married,102310,1,Y,13,8,1,1,2,1,0,0,1,2,3,3,3,1475
35,No,Travel_Rarely,Research & Development,25,1,Medical,1,4063,Male,1,Sales Executive,Married,54100,0,Y,18,8,0,6,4,5,0,4,2,1,1,3,3,1573
28,No,Non-Travel,Research & Development,21,1,Medical,1,4064,Male,3,Research Scientist,Single,79780,1,Y,16,8,2,5,2,5,1,4,3,3,2,3,3,1550
31,No,Non-Travel,Sales,23,1,Medical,1,4065,Male,1,Sales Executive,Divorced,38670,1,Y,11,8,1,4,4,4,2,3,3,1,4,4,3,2287
36,No,Non-Travel,Research & Development,1,3,Life Sciences,1,4066,Male,2,Research Scientist,Married,28380,1,Y,19,8,2,5,5,5,0,2,1,2,3,1,3,1664
34,No,Travel_Rarely,Sales,2,3,Marketing,1,4067,Male,4,Healthcare Representative,Single,46950,1,Y,16,8,1,14,2,14,2,1,1,4,2,3,3,1373
34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,4068,Female,1,Research Director,Divorced,33390,1,Y,16,8,0,9,2,8,1,1,4,3,2,2,3,1644
26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,4069,Male,2,Research Scientist,Single,20800,0,Y,13,8,0,8,6,7,7,6,3,1,2,4,3,1622
29,No,Travel_Rarely,Research & Development,2,4,Other,1,4070,Male,2,Laboratory Technician,Married,20960,0,Y,22,8,0,6,2,5,0,2,1,1,2,4,4,1881
32,No,Non-Travel,Research & Development,3,1,Life Sciences,1,4071,Male,3,Manager,Divorced,62090,5,Y,17,8,1,9,5,5,1,2,3,4,3,4,3,1605
31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,1,4072,Female,2,Human Resources,Married,180610,1,Y,14,8,1,10,2,10,8,7,4,1,3,3,3,1636
28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,1,4073,Female,2,Sales Representative,Divorced,171230,5,Y,15,8,1,6,2,4,0,3,3,4,2,2,3,1529
38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,1,4074,Male,3,Sales Representative,Single,23720,4,Y,12,8,0,20,3,1,0,0,1,1,2,2,3,1716
35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,4075,Male,2,Sales Representative,Married,48830,1,Y,18,8,1,10,1,10,0,9,3,4,3,1,3,2018
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,4076,Female,1,Manager,Single,39040,1,Y,15,8,0,7,2,7,0,7,4,4,3,3,3,1870
32,No,Travel_Rarely,Research & Development,8,1,Medical,1,4077,Female,2,Research Scientist,Single,46270,8,Y,17,8,1,8,2,1,0,0,4,4,3,2,3,1765
31,Yes,Travel_Frequently,Research & Development,2,1,Other,1,4078,Male,3,Sales Executive,Married,70940,1,Y,14,8,1,10,2,10,0,8,1,4,3,3,3,2394
53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1,4079,Male,1,Research Scientist,Single,34230,6,Y,15,8,1,15,4,2,2,2,1,1,2,3,3,2594
54,No,Travel_Rarely,Research & Development,14,3,Other,1,4080,Male,3,Research Scientist,Married,66740,3,Y,17,8,1,9,2,4,2,3,1,3,2,3,3,1807
33,No,Travel_Frequently,Research & Development,2,4,Medical,1,4081,Female,4,Sales Executive,Divorced,168800,1,Y,14,8,3,9,2,9,2,8,4,3,3,3,3,1917
43,No,Travel_Rarely,Research & Development,3,3,Medical,1,4082,Male,1,Research Scientist,Married,90940,1,Y,12,8,1,10,0,10,0,9,1,3,3,3,3,1820
38,No,Travel_Frequently,Research & Development,2,5,Medical,1,4083,Female,4,Sales Executive,Married,84460,0,Y,14,8,0,7,3,6,1,2,4,2,3,2,3,1889
55,No,Travel_Rarely,Sales,9,3,Marketing,1,4084,Male,2,Laboratory Technician,Married,119160,4,Y,15,8,1,35,3,10,1,4,3,2,3,2,3,1978
31,No,Travel_Rarely,Sales,6,3,Other,1,4085,Male,1,Manufacturing Director,Divorced,45340,1,Y,13,8,0,1,2,1,0,0,4,4,3,3,3,2552
39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,4086,Male,2,Sales Executive,Single,98520,0,Y,12,8,1,21,5,20,11,10,2,1,3,2,3,1461
42,No,Non-Travel,Research & Development,10,4,Life Sciences,1,4087,Female,2,Research Scientist,Single,61510,1,Y,13,8,1,20,3,20,3,7,4,3,3,3,3,1518
31,No,Non-Travel,Research & Development,14,2,Life Sciences,1,4088,Male,2,Healthcare Representative,Married,23020,4,Y,14,8,0,13,3,11,4,8,3,3,4,3,3,1433
54,No,Travel_Rarely,Research & Development,1,3,Medical,1,4089,Female,2,Human Resources,Single,23620,6,Y,13,8,1,9,2,5,1,4,3,1,3,4,3,2583
24,No,Travel_Rarely,Research & Development,5,4,Other,1,4090,Male,1,Manufacturing Director,Single,178610,1,Y,11,8,2,4,5,4,1,2,2,3,2,1,3,1554
23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,4091,Male,2,Research Scientist,Single,191870,1,Y,11,8,1,5,2,5,1,4,4,4,4,3,3,1686
